[1, '34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo', '299427']
[2156, '39RiTqouaVjQpB9hH7hsLqrXLt6JDV5Uyi', '1000.00']
[2157, '1J7KbpKdx74CYrkxnHkkN4K9jJ1BTasUQW', '1000.00']
[2158, '39krb2VuPM21svyF3P5GkT5RhPhMAosaQf', '1000.00']
[2159, '32tShkS64oqA3idDeDVUGxaSmfiqcFAxhv', '1000.00']
[2160, '36kYuLtNtjVS6Ytk3ZRPfpwSd2NtujPxjt', '1000.00']
[2161, '3GSfyyQrK6M5jnzUjQxkq7jj18EEjWbruY', '1000.00']
[2162, '39QG3zqPqwVFgmCZS9LHdeH69eUQP9SUzE', '1000.00']
[2163, '3Mpz3LtBMhNXueHKckGt5zukjTKYypCepy', '1000.00']
[2164, '18S1i1ZLxyvnLDQTPmD61egnfFq5pmS1dz', '1000.00']
[2165, '3Lq5gYhgPTq1cYrFyMN3ojJ5ia77eWBctQ', '1000.00']
[2166, '3FRYdYzHzekweb3V85QPQRquvrBhS2crkG', '1000.00']
[2167, '3BVMZRukU7AXHLhaDhy7CVZconCJCCu5Au', '1000.00']
[2168, '3CEZV8m4z45vwhNxaS1GgRj8LC7CuC3KEe', '1000.00']
[2169, '38mF1mUecozms2HXS2BRFFTHbwgaephwTf', '1000.00']
[2170, '33v6nvVyjfxJtGbFZPJr5hbgKHUjzp5vwk', '1000.00']
[2171, '333mAXXLZX34iB55CPUCiQVMebTYyfZh42', '1000.00']
[2172, 'bc1qsnfqfnydn60742kh4pc5350uhr04squ5efa5w2', '1000.00']
[2173, '1KnAtWqccah5JjbNxjepYjJwum3PZpgLpX', '1000.00']
[2174, '116Hd8oTXeN6y4LwtM9w7mSrPLSRJtTXQ4', '1000.00']
[2175, '17iZTzzafJGys3gNQyhyJRgCzreRCz1Txr', '1000.00']
[2176, '1K4QBRkkZNpZvnZSpuvThFcuMdXL9gb5VV', '1000.00']
[2177, '16vycqb5uUEFTtemWeHVrZ1BSZGWEt5yBu', '1000.00']
[2178, '1LxbYv6a2EEJoo3yzQ6vf5sfWnDoCxi5UD', '999.99']
[2179, '3Es3kqHt55jCf3xAfTJ9tvzJkhCTA3uxyS', '999.99']
[2180, '1DbWDZZSVXqSnUNdui77u3NWpDFKbQt92V', '999.95']
[2181, 'bc1qu89mdnlqdz0jshgyhmzz7k7s8gu9pa0zh6jvqy', '999.82']
[2182, 'bc1qwzt27scr3umqh8ta8tyrrs396z0cl2mk4rtxq9', '999.68']
[2183, 'bc1qm0vdx2n99jlv7v434p4t6hq34nru4xctpx632z', '999.53']
[2184, 'bc1qljhhlde5xef8twdysy9h5wsc07zwhhegc9sjyr', '999.50']
[2185, 'bc1q3luqsswtyy6jsgapauk7e3lsjy4y5tc68wy2vs', '999.42']
[2186, 'bc1q4l27853dey50jcm0ewvmkrkvue9km2vvc2j9pl', '999.32']
[2187, 'bc1qamrj6ds3hyn484dqu0eh0j99hhycyczrt5jag2', '999.24']
[2188, 'bc1q746lsvfgp78fxdpeyxmmqr0xyw0g352aaxcyvz', '999.17']
[2189, 'bc1q7xapj2gvhpa5umqncdrvvjqv0xqzrf7t89fs9g', '999.12']
[2190, 'bc1qd0u2zjq3cvjgk95x830e8n4dr6vwlnve468gv9', '999.11']
[2191, '1JmJqtB9LP9JKNvaBW1rzp1Z1R684e1Kks', '999.00']
[2192, '1khj2b7MAD7y5bMvt2PZdSh3EzK43Bh4h', '999.00']
[2193, '3JAdnTsYm1RvGguttUXomv5GvVR2NWi6EP', '999.00']
[2194, '3PaB6wrJ9ri7cBdupfYa1AzZakWVfuzq7e', '999.00']
[2195, '129DaqQS3i5fpRR4D128DsNh9kFavp4RRX', '999.00']
[2196, '36Sd7HLC3kEuMPcMjffE4aGJnVx5KpWbjk', '999.00']
[2197, '36DZfiFUNzraoanZi1ApxUvefeU2Sz6eoc', '998.91']
[2198, '1D1282T7KwT4EXCGsczMDitRn99SUt8bP5', '998.85']
[2199, '3F198RzpDuVhpLQkPk5W1LhpTBXA4agLUS', '998.77']
[2200, '1AsxSuibSaNF5K4rihpvKthgugwu9kZZr6', '998.53']
[2201, '3BMEXUgKT1AZGD1eHHLAeF9eA6Ljp7gN2U', '997.76']
[2202, '35RSNPF8UkWSMaeVoPN9PpPHDygE3e9hQG', '997.00']
[2203, '1khqnEzuk7XB7he4eWfAJ2e5hm6dGdxQD', '996.00']
[2204, '3DoB1T1woPvp8qMs7dKR8HGegSpHTfRaNm', '995.88']
[2205, '3PL2Dgt1bTsuzJJkoJuRx1i87QVExFTtm2', '994.20']
[2206, '33xbe5ASjnDEquHLPptxj9TEAxjhrfLUCz', '994.00']
[2207, '1AMZjLbXH1f4HywuNWWFDK38b1VFfH3zgk', '992.30']
[2208, '1GXqdr61Xsp1cmGJ59soBFRNwSo66T25fV', '991.75']
[2209, '12wm7yFEqo78kiUawFUuNkTTzhVLM8zy9v', '991.56']
[2210, '36jrYFi2nEgXUAxf9kLPeJX9V2NeYkTeZC', '990.13']
[2211, '1CQ9y9zF2w1H5ZmztWVPYX2JprRmrJ8CPX', '990.00']
[2212, '3MP1fQZTQ7JocjBXTXvUd9M1W5UWYgapBe', '990.00']
[2213, '3PKsJM2WNF7voSopbiRUYpLiBMdZnLq8KU', '990.00']
[2214, '1C76ALSqbG8FbXWB2P24hmrSJ11h6kRYdG', '989.32']
[2215, '3PD7hNoQEruXRRzCuu4nre7ehpwdbDWeri', '989.17']
[2216, '3QXcecx1X3icRe4u3f9KNGmvxNUBmU8Nve', '989.09']
[2217, 'bc1qwvaynrg2nekh6cr06txclff2sqku3r50vyxjq0', '989.00']
[2218, '17vMvB48Z72rUt9EBpuHJkEfvBtMB2QFKq', '988.27']
[2219, '3H68vzGYWMComuXfo3nczyvK5jTX6DYDLH', '988.00']
[2220, '1Nv2AAGtmN9LW6a9yn8M8R7Z2f38hyQBmp', '987.62']
[2221, '15vevejB97dS3vQSUoVVNYqod1pTHhrhwX', '986.00']
[2222, '3DV3P7W9GwsAufUzgPiqu8rhmWxgjb9qFC', '984.40']
[2223, '3FAtSwrcqJ8tS9ACDvsLNGGNqDYkQvH4rW', '984.34']
[2224, '35gdQ5PX4X6vTVuSSvirmCYJYUxoFNj9kD', '984.00']
[2225, '155SVZr7mrynHDeeZ76RzvGJ9L6UKDHVLW', '983.99']
[2226, '126GNifWRYdD4SzJNUArRVpUxmcBhYwLNE', '983.70']
[2227, '1FNXy9Yi5C5fSbGZh5KPrkju6JP53m6PPE', '982.72']
[2228, '3LgVNVuT9zKszKfHxDpbzMAETLb2tY1v7k', '982.60']
[2229, '32cxKz2BbiirKQbW7HXcwxByXTuwVAURrV', '981.87']
[2230, '376DUeJNJMduwdh5VB8CMcsxRw8sbWNybT', '980.13']
[2231, '16nQzYruf1qSRRrXn7JJhv3ihNSf6dBsqD', '980.01']
[2232, '3D6JUDpf9YqYYPhVqAJYQUZXJywMSXUNLL', '980.00']
[2233, '3JLVF9c9CY6s4raXuoQh1bGMVCmJNfMNo3', '980.00']
[2234, 'bc1q75g95kmed3xl8qa3h25hjj62jgwndskpc6rcgm', '980.00']
[2235, '3FLbvyw4a9PhokQqzMCmYqKBVVE3MkDJ8t', '979.89']
[2236, '15FbETb29Crr9PRbPZo2zLBp1Te9HkffRm', '979.27']
[2237, '1PpLbwQJdKA5ugvJRGLBNYFiGttCmFkWjj', '978.32']
[2238, '3LBV95YJKUH438zudGmDrAMCSoj5BzuhtU', '977.95']
[2239, '1EYFJBtNfhgKcvcL5a9ehxCcgBpTaEFMJE', '977.72']
[2240, '3CTgE3HLQGQ4yMwJcqtkdegNP6etGMz4zn', '977.63']
[2241, '12JsKnPzzq6e8CctzGpyVpcQZ3CTnkdQ7X', '977.52']
[2242, '3FJFq1pKwXF7w97eEBGafxQnNyYGeDpv5D', '977.05']
[2243, '1khNhkaKTWUpMJoASuWiAMyEApJjHajoZ', '975.00']
[2244, '1PP59WqzNshVX1DmeXRAFswYTaqcTcUeYe', '975.00']
[2245, '1Paos19FGTgK2YAvrwZAFL1NgymYPSdPr9', '975.00']
[2246, '1PXqkMrfvxcFtphQ5mBmNP1d7fYEkgdyry', '975.00']
[2247, '1Chyvo2uhstavX79vctkMRS9VyvBgahWfi', '975.00']
[2248, '1PKz4CHZmmhcD6d8FPFrf6uJudcz3aAe5z', '975.00']
[2249, '12b2quNjdYy4LDmCu1y5yBQkvFLCiMBUTu', '975.00']
[2250, '1FQjs2ndk8zJETc1S15PQ61UnrDs6op68E', '975.00']
[2251, '1BTpr79W5nhCBNsT6Em8Wrt4PgqTH11qNb', '975.00']
[2252, '1D8x7smxdkjQ6DyN7PC7fosFVL17xTWbZo', '975.00']
[2253, '12NtPMpEhbgVBi4nnkevAGUNStKC3DWbc3', '975.00']
[2254, '1GyAeCR2Ej2ScUvDjnWfp7UEt5UcHr5g71', '974.89']
[2255, '3F2rFmvqssWHWZqqopYPMfxMvepmdocmyf', '973.58']
[2256, 'bc1qd38ucqgdlzk9my8l8las25rlffq4rdt9ph9xdjevt5vh7rnx0dwq3y0uyx', '973']
[2257, '1BANcnnBC5qQhtv4EgqUyKQPpPQxdU9z64', '973.00']
[2258, '39u3Qn7ke4JH26bJxN6jy3A7L4bV81xVz9', '972.94']
[2259, '3HV7DTaLXWi2HeVJbBNj7P7y3SZaZzQDkw', '971.91']
[2260, '3MJaWtutZ7Lsw558utBPr76JVDJ6WjdoV3', '971.70']
[2261, '1JGjjivBkoU3n5DeCoH7kikTthLyqZcU41', '970.91']
[2262, '16xPL5rDYzhCATF1Rp4pywYSSKja6kpYRJ', '970.60']
[2263, '1Lo6kVk3DzCzkakDPGD2tuGUbp2gCWuh77', '970.48']
[2264, '12gM8hAGmMpjfkTBHbiB6DaerH45vvMpBU', '970.00']
[2265, '195ECQtjYCx5xeSFTWKAwR9DAyxESXpsvW', '970.00']
[2266, '1LDQCnsNCsy9MBEk6xCv8JjHdRuLAQL1Fg', '970.00']
[2267, '1LgTY5B4toSGKeyiW3MK2avTRAzmAtKBN6', '970.00']
[2268, '3QsdwBPYsNGDLT3qsdeyV5AeXg2DMjywp8', '968.80']
[2269, '39tznK97W29tQWo4QewcSjhRf7XeyFN1WY', '968.00']
[2270, '1HqXmz58oXhoHfum2cfgLus7risEc11Aiw', '968.00']
[2271, '1HCefrwvu8Ptkr5kpQ6qJyvRgV2wdB1rEt', '967.00']
[2272, '3MRwCgmH9GnsoJSg2Da8UkDs1msaemhDey', '966.87']
[2273, '122vzE4D9VC2yYTmhrDq5ysPHHx7nd3gkh', '966.16']
[2274, '1NvjBofdE68YKppecetSQ38Qc7rj2FcjqJ', '965.00']
[2275, '19jmtaGUdtJ1c8JFRjUyZDcbqrMb4cD8me', '965.00']
[2276, '1341BvDUa5vC6dwPngiSLoMEWrKvTMcPWq', '965.00']
[2277, '1LWCyALvXxsEsB3m2nQtEXHZxFVbCJQzWT', '965.00']
[2278, '1LtDrXYyTAkeiuzaHcDR7585V2o442DcuH', '965.00']
[2279, '1FcHeo7YZfCFX1yCSDhmLk51WeYVn6usPQ', '965.00']
[2280, '1M29q2YVW6h5aHiJgaBYTRM6yx9u8eWftP', '965.00']
[2281, '1KYu3gWwQZdbP92d6DVufzymeQ9UY9XrdE', '965.00']
[2282, '1FNUj6hosAAt6dhMMFkhriTt5zh7zRKsYD', '965.00']
[2283, '33jyBRDLhsEHVh6djhKqQycaxK95qyahFg', '964.77']
[2284, '3J3jRKgQrFdxRKTagLb9kboysnpqv1ZjwU', '964.47']
[2285, '1J6aVYfPvRKxscrt2vgsZX9UGvXHTnV9rD', '963.65']
[2286, '3EQQen42fkbB8Fz95q7vAZmBufWLHokAbh', '962.16']
[2287, '1CLSg6Y62RYE95t4HC8BmLRteHMrt6BzF1', '961.50']
[2288, '3GssSV4Qv5zbUQKRFAZF1Shui2wfovzYYd', '961.14']
[2289, '1khvHY2vNmLbZAwySCvJLs4GzJQfdHmjc', '961.00']
[2290, '1APjgd2m67bP9DpQ7Yezekr9U8C1uCxZua', '960.82']
[2291, '1JGqtaFFTKU8hNtdh9aXChd1xJGogNzaiK', '960.64']
[2292, '1FqNnHY4k8rgCGJc5Yo1tcr3JLWsQ39qqQ', '960.24']
[2293, '3KT279CX38oEKA36tSziUozLrsdQWER1ZH', '960.00']
[2294, '1Fu9pvuV6XULRaohYm7ceVvy2rGjizPnVK', '960.00']
[2295, '3Nje6kT1r4oCGn2DLDNrPajc4hyfutsR2r', '960.00']
[2296, '1NqTwyAyKmL5cf46qSigEyJGwYmyLwCRP', '960.00']
[2297, '1NU8wnimW4sQpB1iJBh5m7XtNazdiV2aKZ', '959.80']
[2298, 'bc1qapqsmytfssug3cc56e47x35s3havy4dq56xgn9', '959.00']
[2299, '182weJiF6TBppYwAZrMzCWaKT2AKWSseL6', '958.00']
[2300, '3AAmRwWunS8qFeXSoypSmdvmDFDa5bgVXJ', '957.81']
[2301, '33iX4Vqn2hWyvdg8uRh12FwKHJYg7i4M8w', '957.33']
[2302, '3NgitQDGnzeg1kmZKwLSYC7ZZVtbJbegRJ', '957.00']
[2303, '3HpBwmnq63QDtewuu6LDhGQmg9atUpnyH2', '956.21']
[2304, '1KHyYQk2zKCvSTbM3gPtbEqb9zwxFtDDGt', '956.00']
[2305, '3LbrrpsbseiHYudaWM8igTC1Rrkso6Ln6J', '955.44']
[2306, '3GkM88zv24RxUmBV8r1aNjgBmwUZYLWNQd', '955.41']
[2307, '1DrM6sg65oSWsD3Euu3VEH5XzTuxYVshL5', '955.40']
[2308, '3N3QjZ8NEdF2btqe9TzsoaPDeTi39322hk', '955.29']
[2309, '3DcPGn7HZZrg5NU5ESfs8yfgxBbYSXPznA', '955.01']
[2310, '1CWR2UC9MYejLYJaoUFr6vtrhn2MLxCFy', '955.00']
[2311, '1BD3bpGePhf9dCWQahxMJvRoMcy4an6pkG', '954.04']
[2312, '16ck75BX1yj1qsckak7Tx9FEKFpmQsYnBX', '953.09']
[2313, '196ATpG2KXaW4E4J9QvKvZKK3YmbXQwA2W', '953.00']
[2314, '16gAc5QxwdpaNQfpcX6oqtMdDisfacDDca', '952.06']
[2315, '17GoBmKXwgZgqqK62TKuRsrK7m1FKScjHo', '952.00']
[2316, '1PnXcVeQjrn2z5vRuPi2F9ipWo18deZGJ7', '951.91']
[2317, '1NRP7kwVw1SEwNFLT53vVduB592WCFy7TD', '951.86']
[2318, '36H1JJJHQkzJmJ8sJcqcHTNSUEDbHYWj3P', '950.13']
[2319, '1NXydXuuWRW8qH6YqTYqJsTrCuDmuyZFKd', '950.00']
[2320, '1Cv69bm4ax8ZBBh6YrcR4NQCPpJbkPLoz5', '950.00']
[2321, '1J3jDdMUjy7DnjSLPynB4RQgx62B5fmudu', '950.00']
[2322, '17tCB6E53SuWMiCLGJBV8itbJL1viMS9ny', '950.00']
[2323, '1AGLezJ6LvVQzMNSffMWJCqis3CpnoUMgp', '950.00']
[2324, '1FqCoeG185FY26tdnokm4e8F2V87auysGj', '950.00']
[2325, '1AET1R7Y7B883gkVHNCiFjS8wPmYdFc1Fz', '950.00']
[2326, '1CRE9KZugFhSJEE1m8NwoGJwy66noEV8gi', '950.00']
[2327, '1MVcaZBbmKUpqPbdYXiR5u7S3934J2Dumd', '950.00']
[2328, '1En9VtvCVaz7w2Ypj825Jhupvy7xv5zKVo', '950.00']
[2329, '12HSV19NJ5bzqERAZgKu5xegMv6sAxdLNw', '950.00']
[2330, '17MY3Gsjk6SRT8VdkP37XCT9yXQsWXsBxL', '950.00']
[2331, '12qX44xJo3qzn9MjjZ8Ewak7wDqNSkQsy4', '950.00']
[2332, '15o3NMjskxjakMf6DqAVw2UKTbsmXzzgC5', '950.00']
[2333, '1K8uyy6bm2tjHg921tuwdWAXxW2FLdsyko', '950.00']
[2334, '3QYYhJ4messybdrK4pbNUPu9VUpCs3NgEp', '950.00']
[2335, '3AK1qkXx3oe7L7Wtkji86VhBtePB6RFQ5W', '950.00']
[2336, '17aEcvgXy9o8WChy2NQ25PykaQmPaSsKuh', '949.99']
[2337, '1FsyuwGFnfoNCfhi9hKnzducqN8PS3XKYh', '949.66']
[2338, '1PD3gHQH1E2TKwjDeSFHPCKSdQ71M9QBEq', '949.62']
[2339, '3BMEX5R2jf2jhkJxhAJF3wuBH4H6j2ip43', '949.29']
[2340, '14H1TLYANqkpvRw6ido53HCsfYwNJo38TY', '949.00']
[2341, '15LrvazWo5jKffdKiSVgczCfVhpU4XtiBa', '949.00']
[2342, '3P1d81goPDT8ouGn3eqqfY9zuZzhfBgyS4', '949.00']
[2343, '36Ffa3gFRn47M26LfEe5bNXq93zyvju6ZA', '948.81']
[2344, '1B1mktueQwNbtmxPgiKqnnUgQonPud3HLZ', '948.55']
[2345, '39MRqdbTEAEQQ2uxTZ1joddUjYCqzTAKE9', '948.20']
[2346, '1LpaXfsoxMK6qWnGkNJv7r7gnCDU4oabUL', '948.00']
[2347, '1P6QUJ7sNsER7EZMsYL5QK1CUZ8cmuh6qy', '948.00']
[2348, '1JdzjkxN9pAhmfRT6148UHsAPLM4QPYPqu', '947.94']
[2349, '115cU7d8YVkwJb6ffHGeT1m3rzdt4itCid', '947.88']
[2350, '1HRiaCBU1A5EF1nePWh26AXsJT3aBHiwwf', '947.86']
[2351, '36sQBxnftBFG8ZqPzWm68JESPFBYTsK8gr', '947.84']
[2352, '34yZVbAN8odvSoq5vWeZG6cSWJd7ExAG52', '947.83']
[2353, '1MXUnubYSx57qDRUd2RH9kwXD1XXEEV2wn', '947.45']
[2354, '33hxH5XR582BqdG1GJxV3t5knYhGgVGRUA', '947.24']
[2355, '1Ju5trESzPovRcTbLvb1w94nS599x76DB6', '947.08']
[2356, '1F4iXSEwaTT4FPW4vUxTMCsqrB3WxCMv1h', '947.00']
[2357, '1Kg3WRv19PCyYMV8jnvcigr2zgo65Grrvv', '947.00']
[2358, '182t4kwbtU8o1fNA5smZSKHT4QyZZBHcVZ', '947.00']
[2359, '1Ngvep3PBxUQvBoe8A5D4eaAkEi7NQ5a9F', '945.00']
[2360, 'bc1q7csfgdh27df577wcmjvv53yj4sc7k5lkj5r24j', '943.48']
[2361, '33aHLAmaMUd7QqrGBNtWGVqy8Sn87rggLV', '943.35']
[2362, '1AFa37YrPvkcpztdejwriPzay4PEjszXR7', '942.56']
[2363, '3BFVc3uZoMYg2QweYGZLHWRZCaG5zsSEAo', '941.79']
[2364, '17G6VmEVU7bfDVt44XbPpH7mQ9ii1TK8sM', '941.05']
[2365, '3Es1jeF99iNDa1VjVk9NDpDK3hsm9upEjQ', '940.60']
[2366, '1PHdZ6vDVJFH6qvjK98q3XJAc8776YUHuT', '940.18']
[2367, '1L61i1pjNELfF8NBufQ3gr6TpXZkZvn4AX', '940.08']
[2368, '15aQZhNuT2E1jsQRUc7W8668tCRpCUtQBk', '940.00']
[2369, '132Qf3pAicCRwKZyPzpCmvDPjS9RYq6DBo', '940.00']
[2370, '1K78oVFwnumS8DvZvqzUUEVRuEPk9ML6nh', '937.16']
[2371, '3BMEXyddhZ7WcWJ3Dzr5iQ8k6yfW5VwgF7', '936.95']
[2372, '12Mpqv5bA4c1QsAvHiWoB23RwnPd4pCVJP', '935.52']
[2373, '173V46Uya8h2MaeiBhNmUR7QWCoX5SGFwK', '935.36']
[2374, '14e5om1rU4PujGsMesbqgyP2s3wd1CDsCS', '935.24']
[2375, '16KiAxJs7VR8Sssrnz4Eq3GFbsi1xsGvmo', '935.00']
[2376, '1Bkz1a8H9XsVi49iG3vcqQKk1XgMCFkEPY', '935.00']
[2377, '1PiF6EUYvsH7Gtb8xDQnT9KP3Bys31ideD', '934.60']
[2378, '33JP8zghHED4ydnQupUtamBMgQUdq1jY5s', '934.14']
[2379, '38m5MoLjAGpNFmuSbeJTnkpqGJhLsU3V54', '934.14']
[2380, '31n718qG1Qk4xHnJqUxJJD4WKeicW284Jh', '933']
[2381, '12iUSYXvQV928iaRFdDL42XWffCAoF7MTQ', '933.00']
[2382, '35Zs5828MTqe93e29rg7groiw2fA8T8VJ3', '930.43']
[2383, '3HMKqvkuJazfcTQLe1DQtJP3dA9yMRiyWK', '930.23']
[2384, '1A9VEKs9HVBMY1ELKVo7F2KUrbzMr5dcqs', '930.23']
[2385, '13YNX3Fzax4rwVXP93cdjbuUF9Es9y1P8j', '929.42']
[2386, '17QZLTrdQmpTM4Nk4tuog1MkSrR8uZCeut', '928.96']
[2387, '15HLPAr1sxS1ooiUGUj1d93naMgXDANR16', '928.38']
[2388, '1BTt3K7VMVfKjMh9qrT3hrdwQEPN38AVhw', '927.98']
[2389, '1AvxVQKJtQw8anUbbTQMSGJXkBzyxJEtfd', '927.61']
[2390, '3BjUXpkuudRGf7RWF13VLHdxZny4kHYa9X', '925.51']
[2391, '35jgYt9gREGqCaCQVesn4dbdCsVgD6PJh8', '925.09']
[2392, '13Pje21evQZ8CJcNMx3wAbVnHPzh8N9WkK', '924.68']
[2393, '3Karo2EqsmwZ6RBEqXRViXaJTfRHfDJELR', '924.63']
[2394, '1CXeHoJpxsnUK1k6RgrkNafesP86JGDWzf', '924.57']
[2395, '1A1p4G7jD9QZxhgxUaNjvoY9fMQv2mBHAZ', '924.47']
[2396, '14chXu9U3UMaejMN1gdn4kFgD6ATbNbbZx', '923.82']
[2397, '1NhoV7x1tsy79kNcpXadoA51ZCjRReDDMF', '923.00']
[2398, '38rao5rme6X9gkfKLWu6wppMxabCBNqyWZ', '922.47']
[2399, '1Bd5ozCyyaJHbqPdLZToaANPZeMc2KhDiQ', '922.12']
[2400, '1Hb18xEfejNnKyFYRmAd9jfLLXzLQGYrs1', '921.43']
[2401, '3D5YtutoXwios8Vibcon8ycYgqPEc4Nk6A', '921.41']
[2402, 'bc1qpl3am57n3nqxmaxx2ga36t75shg79352l7ycn6', '921.25']
[2403, '12Hs4bN9VkfsmK6vRnYaxMU8TYPUKGRQvb', '920.97']
[2404, '3GpigrdFWe1tWVtqWoLikBPpKfrg7UrgSZ', '920.04']
[2405, '3BYwdTvChRdH1BdwkDGqi7XphuypbsGCwm', '920.00']
[2406, 'bc1qeskrez68qp79kjvmx5zlw32s3y9l4dscsnevsf', '919.49']
[2407, '1HUA4HBN8dh5HcDcYcnJKyHU5ApwyrzHQQ', '918.69']
[2408, '36Nc9WLg1upgH7hnWaneryNgNx9RUnrwu7', '918.06']
[2409, '18yGMiT4tXVzF7MmV3sukEC3bdLrnjkXQw', '917.91']
[2410, '34vkCEq2Yd6v7gC64GuT5G3NS3wbLqWUsQ', '916.50']
[2411, '3K4v4koQv9Gv2tP2ivaR5SXv344eT17Xji', '916.00']
[2412, '3QiEQotbUTqT7te7Z5HgegUn8vt4H94w9G', '916.00']
[2413, '3Qs4SexigG7fc17k4C3tKJVswCVFN2sWw9', '916.00']
[2414, '3GccH268RDy2igSynpFSZ9vwSXX9Lrx8Nb', '916.00']
[2415, '368M8EGHNS8hmhxEnjtggK2yBiJHNjfG9W', '916.00']
[2416, '3QfDPeNdizFaRBuZUjzAdGogiXEEQTJhQL', '916.00']
[2417, '1AhHm4stMi9nVMp3LoeQtnZxg4ZLhtJWqt', '914.99']
[2418, '19Zy1B9s4GbYDpacEdYngtWRA2opGgWdYq', '914.56']
[2419, '15AXr7JzC2Efyr5MGAcpN9V8qmwZu6gzVY', '913.94']
[2420, '3Bdw2Bv1Yjm4Em4HsQCyruo67wTuEbeQ4D', '913.83']
[2421, '3BUw3F2YBt27AEj1zCUE2um5Wfcz7N616w', '913.81']
[2422, '1QDh5RE5qUEhZNgNhW3AjLGfxi21hyPd8', '913.72']
[2423, '3C8z5NtR2cErkvJ2iTPYwBCC9pdGZzp4kn', '913.68']
[2424, '334qnEH8N6bhthuqvNQa7ow2TQTTVQ8njN', '913.67']
[2425, 'bc1qqf9jy9sr9xxta3yckc3cmtdeykw6zd2kv0dgwa', '913.52']
[2426, '1CL5usnQM8kuapZckFNB2VsMQL6BrSsgET', '913.46']
[2427, 'bc1qnptc2ytes4lj3dhmwsalevfdw3rd29w4m9ll9sg3v2g7dk0gvdpqaymyxn', '912.10']
[2428, '3LQSeDwXZXvett3YdDZnh5yH2FCUXzvokc', '910.51']
[2429, '1DrC2pwcWCio1PkpE5ZsB8oAF8MjC8E3Fs', '910.00']
[2430, '1A2hqHVSUERAT3t1yJ7ggYCQccvH6pZGZm', '909.38']
[2431, '3QADoFRWtkbcSvzboiDpvRAea328Q5tHop', '908.79']
[2432, '3L9rDLHQJKkqVdvJCoHHJcu4Tdf4ihn2xT', '908.25']
[2433, '19TRPmJNcutknYDk4advyrGxP8RqzGfv63', '908.23']
[2434, '1JXKXFuB4HZf18JnpKADe2R3J8taoCcQEE', '906.77']
[2435, '3BMEXokv2vPoEKPn7YWEhXoPYyZuzauLXJ', '906.62']
[2436, '15bfTWfmB4hTtvtcVSaMWWb5d2bAPEpKyu', '905.80']
[2437, '1EGZ3HcxsG1Vf7YV355CGfN8eqZ5o6wqkY', '905.00']
[2438, '1GaJsXxaDwiP6rKhyxKgMSAxKvMuH3TkPG', '905.00']
[2439, '1CiW9KV14mCUf3FkxztGGvwp3z7dQYEaKx', '904.99']
[2440, '14eKzG9mS638saFNmVgbxYnXDiHV667cbx', '902.89']
[2441, '3FvxPga2kjPKPevjjpBVAhCySRQytKz4Gx', '901.84']
[2442, '1CBUuXp7WkdCB4oXdRWeBUAL9svQANycvt', '901.00']
[2443, '1NS17iag9jJgTHD1VXjvLCEnZuQ3rJED9L', '900.85']
[2444, 'bc1qcl45y8e4f0tt8d62tkm5syu2j9m7chd3453pdlehkwgck2y2vqqsc0cq0z', '900.26']
[2445, '38GePFkuCgxExTC4yy7Tx8RiTNb4hcs1UG', '900.25']
[2446, '35HkAAAArWjULnsCo1xQgQjwEgsQHeyvQ4', '900.24']
[2447, '169zLUVW2hwqhfaxas9sFaMndRYq5CF6PM', '900.22']
[2448, '1GRvHRNP4cJb61MqjK8UB1pDdPnnQZzn71', '900.03']
[2449, 'bc1qgekj5r79tqu700hkmdmvy8ssw45tg6us0ycew0', '900.03']
[2450, '1MBXyfspMoUgp5AKRXUe7Esz6FCbedrzJ8', '900.00']
[2451, '1PdSv4K7zbjTArEQZYzRs4Gq3UnSzEZMjS', '900.00']
[2452, '1Fk6fXbSWCtY8bSfuwvqbGK8Yr9tFsMEJw', '900.00']
[2453, '1Hbg1bL6pwECNYDcnwNDp2mcx2c5V2HZA3', '900.00']
[2454, '1W29A8De8AbPgnZtxjHZy3HudukEYZos8', '900.00']
[2455, '19HqW4tfDohCBUtYSxyQBgm8fBZm8Rvpmi', '900.00']
[2456, '3N7isNZUESMUA3acsFDK7dhw8gk5gVRgpu', '900.00']
[2457, '1DMd5X2ifVFq7YEgrybHAGd3pFwdU3e4ae', '900.00']
[2458, '1hk5vdFBKDhWwLPvTN7bxgRFHEGaYKWMo', '900.00']
[2459, '1M2wBro3BWk1VVArVVdHoo1gHHqr4GqG7U', '900.00']
[2460, '1A48Nqi9L4NGUnSvfKrrTxymL1KuwhAwF3', '900.00']
[2461, '1ECkdC9My52noK1Mv1EabYMsFkKxRZDoSE', '900.00']
[2462, '197tTZBw1TkTeSW7gSxUcyHA8SR7NBLLoi', '900.00']
[2463, '17kGx3hGyaBMMwHmhsPrBuHWU9p7LVihBA', '900.00']
[2464, '1E7zSSPyq92UmVc4ChW3Se9ZCK2rCf4cYw', '900.00']
[2465, '1xGg4CuA7ouAHY2HZX7C5m4hNB3Q9FAXz', '900.00']
[2466, '13k7mMAmruM1W2sRAZMdtLhnt2di6jhKRX', '900.00']
[2467, '1G8EWgNWvpXGDvP7NaDn3cbdk6jbiBXn11', '900.00']
[2468, '1GVqTWhWJTkL8yWyjmPZY6XEUWxaADz3tj', '900.00']
